choice,id,alt,pf,cl,loc,wk,tod,seas,chid
1,269,4,7,5,1,0,0,0,3203
0,269,1,0,5,0,0,0,1,3204
0,269,2,0,1,0,0,1,0,3204
1,269,3,9,5,1,0,0,0,3204
0,269,4,7,0,0,1,0,0,3204
1,269,1,9,5,0,1,0,0,3205
0,269,2,0,0,0,1,1,0,3205
0,269,3,0,5,1,0,0,1,3205
0,269,4,7,1,0,0,0,0,3205
0,269,1,9,1,0,1,0,0,3206
1,269,2,7,0,1,0,0,0,3206
0,269,3,0,5,0,1,1,0,3206
0,269,4,0,0,0,0,0,1,3206
0,269,1,0,0,0,0,1,0,3207
1,269,2,9,1,0,0,0,0,3207
0,269,3,0,5,0,0,0,1,3207
0,269,4,0,5,0,1,0,1,3207
1,269,1,9,5,0,1,0,0,3208
0,269,2,0,5,0,0,0,1,3208
0,269,3,7,1,0,0,0,0,3208
0,269,4,0,0,0,0,1,0,3208
0,269,1,7,1,0,0,0,0,3209
0,269,2,0,0,0,0,1,0,3209
0,269,3,0,5,1,0,0,1,3209
1,269,4,9,5,0,1,0,0,3209
0,269,1,0,0,0,0,1,0,3210
0,269,2,0,1,0,1,0,1,3210
1,269,3,7,5,0,0,0,0,3210
0,269,4,9,0,0,0,0,0,3210
0,270,1,9,5,0,0,0,0,3211
0,270,2,0,0,0,1,0,1,3211
0,270,3,0,1,1,0,1,0,3211
1,270,4,7,5,0,1,0,0,3211
0,270,1,0,0,0,1,0,1,3212
0,270,2,0,5,0,0,1,0,3212
0,270,3,9,5,0,0,0,0,3212
1,270,4,7,1,0,1,0,0,3212
0,270,1,0,1,0,1,1,0,3213
0,270,2,9,5,1,0,0,0,3213
0,270,3,0,5,0,1,0,1,3213
1,270,4,7,0,0,0,0,0,3213
1,270,1,9,0,0,1,0,0,3214
0,270,2,0,1,0,0,0,1,3214
0,270,3,0,1,0,1,1,0,3214
0,270,4,7,5,0,0,0,0,3214
0,270,1,0,5,0,0,0,1,3215
0,270,2,0,0,0,0,1,0,3215
0,270,3,9,1,0,1,0,0,3215
1,270,4,7,1,0,1,0,0,3215
0,270,1,7,5,0,0,0,0,3216
0,270,2,0,1,0,1,1,0,3216
0,270,3,0,0,0,1,0,1,3216
1,270,4,9,1,0,0,0,0,3216
0,270,1,9,5,0,0,0,0,3217
0,270,2,0,1,0,0,1,0,3217
1,270,3,7,5,0,1,0,0,3217
0,270,4,0,0,1,0,0,1,3217
0,270,1,9,5,0,0,0,0,3218
0,270,2,7,0,0,0,0,0,3218
0,270,3,0,0,0,1,1,0,3218
1,270,4,0,1,0,1,0,1,3218
0,270,1,0,0,0,1,0,1,3219
1,270,2,9,1,1,0,0,0,3219
0,270,3,7,5,0,0,0,0,3219
0,270,4,0,5,0,1,1,0,3219
1,270,1,7,0,0,1,0,0,3220
0,270,2,0,5,0,1,1,0,3220
0,270,3,9,1,1,0,0,0,3220
0,270,4,0,1,0,0,0,1,3220
0,270,1,0,5,1,0,1,0,3221
1,270,2,9,1,0,1,0,0,3221
0,270,3,7,0,0,0,0,0,3221
0,270,4,0,0,0,1,0,1,3221
0,270,1,0,1,0,1,1,0,3222
0,270,2,9,5,0,1,0,0,3222
1,270,3,7,0,1,0,0,0,3222
0,270,4,0,1,0,1,0,1,3222
0,271,1,9,5,0,0,0,0,3223
0,271,2,0,0,0,1,0,1,3223
1,271,3,0,1,1,0,1,0,3223
0,271,4,7,5,0,1,0,0,3223
0,271,1,0,0,0,1,0,1,3224
0,271,2,0,5,0,0,1,0,3224
0,271,3,9,5,0,0,0,0,3224
1,271,4,7,1,0,1,0,0,3224
1,271,1,0,1,0,1,1,0,3225
0,271,2,9,5,1,0,0,0,3225
0,271,3,0,5,0,1,0,1,3225
0,271,4,7,0,0,0,0,0,3225
0,271,1,9,0,0,1,0,0,3226
0,271,2,0,1,0,0,0,1,3226
1,271,3,0,1,0,1,1,0,3226
0,271,4,7,5,0,0,0,0,3226
0,271,1,0,5,0,0,0,1,3227
0,271,2,0,0,0,0,1,0,3227
0,271,3,9,1,0,1,0,0,3227
1,271,4,7,1,0,1,0,0,3227
0,271,1,7,5,0,0,0,0,3228
1,271,2,0,1,0,1,1,0,3228
0,271,3,0,0,0,1,0,1,3228
0,271,4,9,1,0,0,0,0,3228
0,271,1,9,5,0,0,0,0,3229
0,271,2,0,1,0,0,1,0,3229
1,271,3,7,5,0,1,0,0,3229
0,271,4,0,0,1,0,0,1,3229
0,271,1,9,5,0,0,0,0,3230
0,271,2,7,0,0,0,0,0,3230
1,271,3,0,0,0,1,1,0,3230
0,271,4,0,1,0,1,0,1,3230
0,271,1,0,0,0,1,0,1,3231
1,271,2,9,1,1,0,0,0,3231
0,271,3,7,5,0,0,0,0,3231
0,271,4,0,5,0,1,1,0,3231
1,271,1,7,0,0,1,0,0,3232
0,271,2,0,5,0,1,1,0,3232
0,271,3,9,1,1,0,0,0,3232
0,271,4,0,1,0,0,0,1,3232
0,271,1,0,5,1,0,1,0,3233
1,271,2,9,1,0,1,0,0,3233
0,271,3,7,0,0,0,0,0,3233
0,271,4,0,0,0,1,0,1,3233
0,271,1,0,1,0,1,1,0,3234
0,271,2,9,5,0,1,0,0,3234
1,271,3,7,0,1,0,0,0,3234
0,271,4,0,1,0,1,0,1,3234
1,272,1,0,5,0,1,1,0,3235
0,272,2,9,0,1,0,0,0,3235
0,272,3,0,1,0,1,0,1,3235
0,272,4,7,5,0,0,0,0,3235
1,272,1,0,5,1,0,0,1,3236
0,272,2,7,1,0,0,0,0,3236
0,272,3,0,0,0,0,1,0,3236
0,272,4,9,1,0,0,0,0,3236
0,272,1,0,1,0,0,1,0,3237
1,272,2,7,5,0,1,0,0,3237
0,272,3,0,0,0,0,1,0,3237
0,272,4,0,1,0,0,0,1,3237
1,272,1,9,0,0,1,0,0,3238
0,272,2,7,0,0,0,0,0,3238
0,272,3,0,1,0,1,0,1,3238
0,272,4,0,5,1,0,1,0,3238
1,272,1,7,5,1,0,0,0,3239
0,272,2,0,1,0,1,0,1,3239
0,272,3,0,0,0,0,1,0,3239
0,272,4,9,0,0,0,0,0,3239
0,272,1,0,5,0,1,1,0,3240
0,272,2,0,5,0,0,0,1,3240
1,272,3,9,1,1,0,0,0,3240
0,272,4,7,0,0,1,0,0,3240
0,272,1,0,1,0,0,0,1,3241
0,272,2,7,0,0,0,0,0,3241
1,272,3,9,0,1,0,0,0,3241
0,272,4,0,5,0,1,1,0,3241
1,272,1,9,1,1,0,0,0,3242
0,272,2,7,1,0,1,0,0,3242
0,272,3,0,0,0,1,1,0,3242
0,272,4,0,5,0,0,0,1,3242
0,272,1,0,5,0,0,1,0,3243
1,272,2,7,0,1,0,0,0,3243
0,272,3,0,1,0,1,0,1,3243
0,272,4,9,0,0,0,0,0,3243
0,272,1,0,5,1,0,0,1,3244
1,272,2,7,1,0,1,0,0,3244
0,272,3,0,0,0,0,1,0,3244
0,272,4,9,1,0,0,0,0,3244
0,272,1,7,1,0,0,0,0,3245
1,272,2,9,0,0,1,0,0,3245
0,272,3,0,5,0,0,1,0,3245
0,272,4,0,1,1,0,0,1,3245
1,272,1,9,0,0,1,0,0,3246
0,272,2,7,0,0,0,0,0,3246
0,272,3,0,1,0,1,0,1,3246
0,272,4,0,5,1,0,1,0,3246
0,273,1,0,5,0,1,1,0,3247
1,273,2,9,0,1,0,0,0,3247
0,273,3,0,1,0,1,0,1,3247
0,273,4,7,5,0,0,0,0,3247
0,273,1,0,5,1,0,0,1,3248
0,273,2,7,1,0,0,0,0,3248
1,273,3,0,0,0,0,1,0,3248
0,273,4,9,1,0,0,0,0,3248
0,273,1,0,1,0,0,1,0,3249
1,273,2,7,5,0,1,0,0,3249
0,273,3,0,0,0,0,1,0,3249
0,273,4,0,1,0,0,0,1,3249
0,273,1,9,0,0,1,0,0,3250
0,273,2,7,0,0,0,0,0,3250
0,273,3,0,1,0,1,0,1,3250
1,273,4,0,5,1,0,1,0,3250
1,273,1,7,5,1,0,0,0,3251
0,273,2,0,1,0,1,0,1,3251
0,273,3,0,0,0,0,1,0,3251
0,273,4,9,0,0,0,0,0,3251
0,273,1,0,5,0,1,1,0,3252
0,273,2,0,5,0,0,0,1,3252
0,273,3,9,1,1,0,0,0,3252
1,273,4,7,0,0,1,0,0,3252
0,273,1,0,1,0,0,0,1,3253
0,273,2,7,0,0,0,0,0,3253
1,273,3,9,0,1,0,0,0,3253
0,273,4,0,5,0,1,1,0,3253
0,273,1,9,1,1,0,0,0,3254
1,273,2,7,1,0,1,0,0,3254
0,273,3,0,0,0,1,1,0,3254
0,273,4,0,5,0,0,0,1,3254
0,273,1,0,5,0,0,1,0,3255
1,273,2,7,0,1,0,0,0,3255
0,273,3,0,1,0,1,0,1,3255
0,273,4,9,0,0,0,0,0,3255
0,273,1,0,5,1,0,0,1,3256
1,273,2,7,1,0,1,0,0,3256
0,273,3,0,0,0,0,1,0,3256
0,273,4,9,1,0,0,0,0,3256
0,273,1,7,1,0,0,0,0,3257
1,273,2,9,0,0,1,0,0,3257
0,273,3,0,5,0,0,1,0,3257
0,273,4,0,1,1,0,0,1,3257
0,273,1,9,0,0,1,0,0,3258
1,273,2,7,0,0,0,0,0,3258
0,273,3,0,1,0,1,0,1,3258
0,273,4,0,5,1,0,1,0,3258
1,274,1,0,0,1,0,1,0,3259
0,274,2,7,1,0,0,0,0,3259
0,274,3,9,5,0,1,0,0,3259
0,274,4,0,5,0,1,0,1,3259
0,274,1,9,5,0,1,0,0,3260
0,274,2,0,0,0,0,0,1,3260
0,274,3,7,1,0,0,0,0,3260
1,274,4,0,0,1,0,1,0,3260
0,274,1,7,0,0,0,0,0,3261
1,274,2,0,0,0,1,1,0,3261
0,274,3,0,5,0,1,0,1,3261
0,274,4,9,1,0,0,0,0,3261
1,274,1,7,5,1,0,0,0,3262
0,274,2,0,1,0,0,0,1,3262
0,274,3,0,5,0,0,1,0,3262
0,274,4,9,0,0,1,0,0,3262
0,274,1,0,0,0,1,0,1,3263
0,274,2,0,1,0,0,1,0,3263
0,274,3,9,0,0,1,0,0,3263
1,274,4,7,5,1,0,0,0,3263
0,274,1,0,5,0,0,0,1,3264
0,274,2,0,1,0,0,1,0,3264
0,274,3,9,5,1,0,0,0,3264
1,274,4,7,0,0,1,0,0,3264
0,274,1,9,5,0,1,0,0,3265
0,274,2,0,0,0,1,1,0,3265
1,274,3,0,5,1,0,0,1,3265
0,274,4,7,1,0,0,0,0,3265
0,274,1,9,1,0,1,0,0,3266
1,274,2,7,0,1,0,0,0,3266
0,274,3,0,5,0,1,1,0,3266
0,274,4,0,0,0,0,0,1,3266
0,274,1,0,0,0,0,1,0,3267
0,274,2,9,1,0,0,0,0,3267
0,274,3,0,5,0,0,0,1,3267
1,274,4,0,5,0,1,0,1,3267
0,274,1,9,5,0,1,0,0,3268
0,274,2,0,5,0,0,0,1,3268
0,274,3,7,1,0,0,0,0,3268
1,274,4,0,0,0,0,1,0,3268
0,274,1,7,1,0,0,0,0,3269
1,274,2,0,0,0,0,1,0,3269
0,274,3,0,5,1,0,0,1,3269
0,274,4,9,5,0,1,0,0,3269
0,274,1,0,0,0,0,1,0,3270
1,274,2,0,1,0,1,0,1,3270
0,274,3,7,5,0,0,0,0,3270
0,274,4,9,0,0,0,0,0,3270
0,275,1,9,5,0,1,0,0,3271
1,275,2,7,1,0,0,0,0,3271
0,275,3,0,0,0,0,0,1,3271
0,275,4,0,5,0,0,0,1,3271
0,275,1,0,1,0,1,1,0,3272
0,275,2,0,5,1,0,0,1,3272
0,275,3,9,5,1,0,0,0,3272
1,275,4,7,0,0,1,0,0,3272
0,275,1,0,1,0,1,0,1,3273
1,275,2,7,0,0,0,0,0,3273
0,275,3,9,0,0,0,0,0,3273
0,275,4,0,5,0,1,1,0,3273
0,275,1,9,1,1,0,0,0,3274
0,275,2,0,5,0,1,1,0,3274
1,275,3,7,0,0,0,0,0,3274
0,275,4,0,5,0,1,0,1,3274
0,275,1,9,5,0,0,0,0,3275
0,275,2,0,0,0,1,0,1,3275
0,275,3,0,1,1,0,1,0,3275
1,275,4,7,5,0,1,0,0,3275
0,275,1,0,0,0,1,0,1,3276
0,275,2,0,5,0,0,1,0,3276
0,275,3,9,5,0,0,0,0,3276
1,275,4,7,1,0,1,0,0,3276
0,275,1,0,1,0,1,1,0,3277
0,275,2,9,5,1,0,0,0,3277
0,275,3,0,5,0,1,0,1,3277
1,275,4,7,0,0,0,0,0,3277
0,275,1,9,0,0,1,0,0,3278
0,275,2,0,1,0,0,0,1,3278
0,275,3,0,1,0,1,1,0,3278
1,275,4,7,5,0,0,0,0,3278
0,275,1,0,5,0,0,0,1,3279
0,275,2,0,0,0,0,1,0,3279
0,275,3,9,1,0,1,0,0,3279
1,275,4,7,1,0,1,0,0,3279
1,275,1,7,5,0,0,0,0,3280
0,275,2,0,1,0,1,1,0,3280
0,275,3,0,0,0,1,0,1,3280
0,275,4,9,1,0,0,0,0,3280
0,275,1,9,5,0,0,0,0,3281
0,275,2,0,1,0,0,1,0,3281
1,275,3,7,5,0,1,0,0,3281
0,275,4,0,0,1,0,0,1,3281
0,275,1,9,5,0,0,0,0,3282
1,275,2,7,0,0,0,0,0,3282
0,275,3,0,0,0,1,1,0,3282
0,275,4,0,1,0,1,0,1,3282
0,276,1,9,5,0,0,0,0,3283
0,276,2,0,0,0,1,0,1,3283
1,276,3,0,1,1,0,1,0,3283
0,276,4,7,5,0,1,0,0,3283
0,276,1,0,0,0,1,0,1,3284
0,276,2,0,5,0,0,1,0,3284
0,276,3,9,5,0,0,0,0,3284
1,276,4,7,1,0,1,0,0,3284
0,276,1,0,1,0,1,1,0,3285
1,276,2,9,5,1,0,0,0,3285
0,276,3,0,5,0,1,0,1,3285
0,276,4,7,0,0,0,0,0,3285
0,276,1,9,0,0,1,0,0,3286
0,276,2,0,1,0,0,0,1,3286
0,276,3,0,1,0,1,1,0,3286
1,276,4,7,5,0,0,0,0,3286
0,276,1,0,5,0,0,0,1,3287
1,276,2,0,0,0,0,1,0,3287
0,276,3,9,1,0,1,0,0,3287
0,276,4,7,1,0,1,0,0,3287
0,276,1,7,5,0,0,0,0,3288
1,276,2,0,1,0,1,1,0,3288
0,276,3,0,0,0,1,0,1,3288
0,276,4,9,1,0,0,0,0,3288
0,276,1,9,5,0,0,0,0,3289
0,276,2,0,1,0,0,1,0,3289
1,276,3,7,5,0,1,0,0,3289
0,276,4,0,0,1,0,0,1,3289
0,276,1,9,5,0,0,0,0,3290
0,276,2,7,0,0,0,0,0,3290
1,276,3,0,0,0,1,1,0,3290
0,276,4,0,1,0,1,0,1,3290
0,276,1,0,0,0,1,0,1,3291
0,276,2,9,1,1,0,0,0,3291
0,276,3,7,5,0,0,0,0,3291
1,276,4,0,5,0,1,1,0,3291
0,276,1,7,0,0,1,0,0,3292
1,276,2,0,5,0,1,1,0,3292
0,276,3,9,1,1,0,0,0,3292
0,276,4,0,1,0,0,0,1,3292
1,276,1,0,5,1,0,1,0,3293
0,276,2,9,1,0,1,0,0,3293
0,276,3,7,0,0,0,0,0,3293
0,276,4,0,0,0,1,0,1,3293
0,276,1,0,1,0,1,1,0,3294
0,276,2,9,5,0,1,0,0,3294
1,276,3,7,0,1,0,0,0,3294
0,276,4,0,1,0,1,0,1,3294
1,277,1,0,0,1,0,1,0,3295
0,277,2,7,1,0,0,0,0,3295
0,277,3,9,5,0,1,0,0,3295
0,277,4,0,5,0,1,0,1,3295
0,277,1,9,5,0,1,0,0,3296
0,277,2,0,0,0,0,0,1,3296
0,277,3,7,1,0,0,0,0,3296
1,277,4,0,0,1,0,1,0,3296
1,277,1,7,0,0,0,0,0,3297
0,277,2,0,0,0,1,1,0,3297
0,277,3,0,5,0,1,0,1,3297
0,277,4,9,1,0,0,0,0,3297
1,277,1,7,5,1,0,0,0,3298
0,277,2,0,1,0,0,0,1,3298
0,277,3,0,5,0,0,1,0,3298
0,277,4,9,0,0,1,0,0,3298
0,277,1,0,0,0,1,0,1,3299
0,277,2,0,1,0,0,1,0,3299
0,277,3,9,0,0,1,0,0,3299
1,277,4,7,5,1,0,0,0,3299
0,277,1,0,5,0,0,0,1,3300
0,277,2,0,1,0,0,1,0,3300
1,277,3,9,5,1,0,0,0,3300
0,277,4,7,0,0,1,0,0,3300
0,277,1,9,5,0,1,0,0,3301
0,277,2,0,0,0,1,1,0,3301
1,277,3,0,5,1,0,0,1,3301
0,277,4,7,1,0,0,0,0,3301
0,277,1,9,1,0,1,0,0,3302
1,277,2,7,0,1,0,0,0,3302
0,277,3,0,5,0,1,1,0,3302
0,277,4,0,0,0,0,0,1,3302
0,277,1,0,0,0,0,1,0,3303
1,277,2,9,1,0,0,0,0,3303
0,277,3,0,5,0,0,0,1,3303
0,277,4,0,5,0,1,0,1,3303
0,277,1,9,5,0,1,0,0,3304
0,277,2,0,5,0,0,0,1,3304
0,277,3,7,1,0,0,0,0,3304
1,277,4,0,0,0,0,1,0,3304
0,277,1,7,1,0,0,0,0,3305
0,277,2,0,0,0,0,1,0,3305
1,277,3,0,5,1,0,0,1,3305
0,277,4,9,5,0,1,0,0,3305
0,277,1,0,0,0,0,1,0,3306
0,277,2,0,1,0,1,0,1,3306
1,277,3,7,5,0,0,0,0,3306
0,277,4,9,0,0,0,0,0,3306
1,278,1,9,0,0,0,0,0,3307
0,278,2,0,0,0,1,0,1,3307
0,278,3,0,1,1,0,1,0,3307
0,278,4,7,5,0,1,0,0,3307
0,278,1,0,0,0,0,1,0,3308
0,278,2,7,5,0,0,0,0,3308
1,278,3,0,0,1,0,0,1,3308
0,278,4,9,1,0,1,0,0,3308
1,278,1,0,1,0,0,1,0,3309
0,278,2,9,5,0,1,0,0,3309
0,278,3,0,5,0,1,0,1,3309
0,278,4,7,0,0,0,0,0,3309
1,278,1,9,0,1,0,0,0,3310
0,278,2,7,5,0,0,0,0,3310
0,278,3,0,1,0,1,0,1,3310
0,278,4,0,1,0,0,1,0,3310
1,278,1,0,0,1,0,1,0,3311
0,278,2,7,1,0,0,0,0,3311
0,278,3,9,5,0,1,0,0,3311
0,278,4,0,5,0,1,0,1,3311
1,278,1,9,5,0,1,0,0,3312
0,278,2,0,0,0,0,0,1,3312
0,278,3,7,1,0,0,0,0,3312
0,278,4,0,0,1,0,1,0,3312
1,278,1,7,0,0,0,0,0,3313
0,278,2,0,0,0,1,1,0,3313
0,278,3,0,5,0,1,0,1,3313
0,278,4,9,1,0,0,0,0,3313
1,278,1,7,5,1,0,0,0,3314
0,278,2,0,1,0,0,0,1,3314
0,278,3,0,5,0,0,1,0,3314
0,278,4,9,0,0,1,0,0,3314
0,278,1,0,0,0,1,0,1,3315
0,278,2,0,1,0,0,1,0,3315
0,278,3,9,0,0,1,0,0,3315
1,278,4,7,5,1,0,0,0,3315
0,278,1,0,5,0,0,0,1,3316
0,278,2,0,1,0,0,1,0,3316
1,278,3,9,5,1,0,0,0,3316
0,278,4,7,0,0,1,0,0,3316
0,278,1,9,5,0,1,0,0,3317
0,278,2,0,0,0,1,1,0,3317
0,278,3,0,5,1,0,0,1,3317
1,278,4,7,1,0,0,0,0,3317
0,278,1,9,1,0,1,0,0,3318
1,278,2,7,0,1,0,0,0,3318
0,278,3,0,5,0,1,1,0,3318
0,278,4,0,0,0,0,0,1,3318
0,279,1,9,5,0,0,0,0,3319
0,279,2,0,0,0,1,0,1,3319
1,279,3,0,1,1,0,1,0,3319
0,279,4,7,5,0,1,0,0,3319
0,279,1,0,0,0,1,0,1,3320
1,279,2,0,5,0,0,1,0,3320
0,279,3,9,5,0,0,0,0,3320
0,279,4,7,1,0,1,0,0,3320
1,279,1,0,1,0,1,1,0,3321
0,279,2,9,5,1,0,0,0,3321
0,279,3,0,5,0,1,0,1,3321
0,279,4,7,0,0,0,0,0,3321
0,279,1,9,0,0,1,0,0,3322
0,279,2,0,1,0,0,0,1,3322
1,279,3,0,1,0,1,1,0,3322
0,279,4,7,5,0,0,0,0,3322
0,279,1,0,5,0,0,0,1,3323
0,279,2,0,0,0,0,1,0,3323
0,279,3,9,1,0,1,0,0,3323
1,279,4,7,1,0,1,0,0,3323
0,279,1,7,5,0,0,0,0,3324
1,279,2,0,1,0,1,1,0,3324
0,279,3,0,0,0,1,0,1,3324
0,279,4,9,1,0,0,0,0,3324
0,279,1,9,5,0,0,0,0,3325
0,279,2,0,1,0,0,1,0,3325
1,279,3,7,5,0,1,0,0,3325
0,279,4,0,0,1,0,0,1,3325
0,279,1,9,5,0,0,0,0,3326
0,279,2,7,0,0,0,0,0,3326
1,279,3,0,0,0,1,1,0,3326
0,279,4,0,1,0,1,0,1,3326
0,279,1,0,0,0,1,0,1,3327
0,279,2,9,1,1,0,0,0,3327
0,279,3,7,5,0,0,0,0,3327
1,279,4,0,5,0,1,1,0,3327
0,279,1,7,0,0,1,0,0,3328
1,279,2,0,5,0,1,1,0,3328
0,279,3,9,1,1,0,0,0,3328
0,279,4,0,1,0,0,0,1,3328
1,279,1,0,5,1,0,1,0,3329
0,279,2,9,1,0,1,0,0,3329
0,279,3,7,0,0,0,0,0,3329
0,279,4,0,0,0,1,0,1,3329
1,279,1,0,1,0,1,1,0,3330
0,279,2,9,5,0,1,0,0,3330
0,279,3,7,0,1,0,0,0,3330
0,279,4,0,1,0,1,0,1,3330
1,280,1,7,5,1,0,0,0,3331
0,280,2,0,1,0,1,0,1,3331
0,280,3,0,0,0,0,1,0,3331
0,280,4,9,0,0,0,0,0,3331
0,280,1,0,5,0,1,1,0,3332
0,280,2,0,5,0,0,0,1,3332
0,280,3,9,1,1,0,0,0,3332
1,280,4,7,0,0,1,0,0,3332
0,280,1,0,1,0,0,0,1,3333
0,280,2,7,0,0,0,0,0,3333
0,280,3,9,0,1,0,0,0,3333
1,280,4,0,5,0,1,1,0,3333
0,280,1,9,1,1,0,0,0,3334
1,280,2,7,1,0,1,0,0,3334
0,280,3,0,0,0,1,1,0,3334
0,280,4,0,5,0,0,0,1,3334
0,280,1,0,5,0,0,1,0,3335
1,280,2,7,0,1,0,0,0,3335
0,280,3,0,1,0,1,0,1,3335
0,280,4,9,0,0,0,0,0,3335
0,280,1,0,5,1,0,0,1,3336
1,280,2,7,1,0,1,0,0,3336
0,280,3,0,0,0,0,1,0,3336
0,280,4,9,1,0,0,0,0,3336
1,280,1,7,1,0,0,0,0,3337
0,280,2,9,0,0,1,0,0,3337
0,280,3,0,5,0,0,1,0,3337
0,280,4,0,1,1,0,0,1,3337
0,280,1,9,0,0,1,0,0,3338
1,280,2,7,0,0,0,0,0,3338
0,280,3,0,1,0,1,0,1,3338
0,280,4,0,5,1,0,1,0,3338
0,280,1,0,0,1,0,0,1,3339
1,280,2,0,1,0,0,1,0,3339
0,280,3,9,1,0,0,0,0,3339
0,280,4,9,5,0,1,0,0,3339
0,280,1,9,0,0,1,0,0,3340
0,280,2,7,5,0,0,0,0,3340
0,280,3,0,1,1,0,0,1,3340
1,280,4,0,0,0,0,1,0,3340
0,280,1,0,1,0,1,0,1,3341
0,280,2,9,0,0,1,0,0,3341
0,280,3,0,0,0,0,1,0,3341
1,280,4,7,5,1,0,0,0,3341
0,280,1,0,5,0,1,0,1,3342
0,280,2,9,0,0,1,0,0,3342
1,280,3,7,1,0,0,0,0,3342
0,280,4,0,0,0,0,1,0,3342
0,281,1,9,5,0,0,0,0,3343
0,281,2,0,0,0,1,0,1,3343
0,281,3,0,1,1,0,1,0,3343
1,281,4,7,5,0,1,0,0,3343
0,281,1,0,0,0,1,0,1,3344
0,281,2,0,5,0,0,1,0,3344
0,281,3,9,5,0,0,0,0,3344
1,281,4,7,1,0,1,0,0,3344
0,281,1,0,1,0,1,1,0,3345
0,281,2,9,5,1,0,0,0,3345
0,281,3,0,5,0,1,0,1,3345
1,281,4,7,0,0,0,0,0,3345
0,281,1,9,0,0,1,0,0,3346
0,281,2,0,1,0,0,0,1,3346
0,281,3,0,1,0,1,1,0,3346
1,281,4,7,5,0,0,0,0,3346
0,281,1,0,5,0,0,0,1,3347
0,281,2,0,0,0,0,1,0,3347
0,281,3,9,1,0,1,0,0,3347
1,281,4,7,1,0,1,0,0,3347
0,281,1,7,5,0,0,0,0,3348
0,281,2,0,1,0,1,1,0,3348
0,281,3,0,0,0,1,0,1,3348
1,281,4,9,1,0,0,0,0,3348
0,281,1,9,5,0,0,0,0,3349
0,281,2,0,1,0,0,1,0,3349
1,281,3,7,5,0,1,0,0,3349
0,281,4,0,0,1,0,0,1,3349
0,281,1,9,5,0,0,0,0,3350
1,281,2,7,0,0,0,0,0,3350
0,281,3,0,0,0,1,1,0,3350
0,281,4,0,1,0,1,0,1,3350
0,281,1,0,0,0,1,0,1,3351
0,281,2,9,1,1,0,0,0,3351
1,281,3,7,5,0,0,0,0,3351
0,281,4,0,5,0,1,1,0,3351
1,281,1,7,0,0,1,0,0,3352
0,281,2,0,5,0,1,1,0,3352
0,281,3,9,1,1,0,0,0,3352
0,281,4,0,1,0,0,0,1,3352
0,281,1,0,5,1,0,1,0,3353
0,281,2,9,1,0,1,0,0,3353
1,281,3,7,0,0,0,0,0,3353
0,281,4,0,0,0,1,0,1,3353
0,281,1,0,1,0,1,1,0,3354
0,281,2,9,5,0,1,0,0,3354
1,281,3,7,0,1,0,0,0,3354
0,281,4,0,1,0,1,0,1,3354
0,282,1,0,5,0,1,1,0,3355
1,282,2,9,0,1,0,0,0,3355
0,282,3,0,1,0,1,0,1,3355
0,282,4,7,5,0,0,0,0,3355
0,282,1,0,5,1,0,0,1,3356
1,282,2,7,1,0,0,0,0,3356
0,282,3,0,0,0,0,1,0,3356
0,282,4,9,1,0,0,0,0,3356
0,282,1,0,1,0,0,1,0,3357
1,282,2,7,5,0,1,0,0,3357
0,282,3,0,0,0,0,1,0,3357
0,282,4,0,1,0,0,0,1,3357
1,282,1,9,0,0,1,0,0,3358
0,282,2,7,0,0,0,0,0,3358
0,282,3,0,1,0,1,0,1,3358
0,282,4,0,5,1,0,1,0,3358
1,282,1,7,5,1,0,0,0,3359
0,282,2,0,1,0,1,0,1,3359
0,282,3,0,0,0,0,1,0,3359
0,282,4,9,0,0,0,0,0,3359
0,282,1,0,5,0,1,1,0,3360
0,282,2,0,5,0,0,0,1,3360
0,282,3,9,1,1,0,0,0,3360
1,282,4,7,0,0,1,0,0,3360
0,282,1,0,1,0,0,0,1,3361
0,282,2,7,0,0,0,0,0,3361
1,282,3,9,0,1,0,0,0,3361
0,282,4,0,5,0,1,1,0,3361
0,282,1,9,1,1,0,0,0,3362
1,282,2,7,1,0,1,0,0,3362
0,282,3,0,0,0,1,1,0,3362
0,282,4,0,5,0,0,0,1,3362
0,282,1,0,5,0,0,1,0,3363
1,282,2,7,0,1,0,0,0,3363
0,282,3,0,1,0,1,0,1,3363
0,282,4,9,0,0,0,0,0,3363
0,282,1,0,5,1,0,0,1,3364
1,282,2,7,1,0,1,0,0,3364
0,282,3,0,0,0,0,1,0,3364
0,282,4,9,1,0,0,0,0,3364
0,282,1,7,1,0,0,0,0,3365
1,282,2,9,0,0,1,0,0,3365
0,282,3,0,5,0,0,1,0,3365
0,282,4,0,1,1,0,0,1,3365
0,282,1,9,0,0,1,0,0,3366
1,282,2,7,0,0,0,0,0,3366
0,282,3,0,1,0,1,0,1,3366
0,282,4,0,5,1,0,1,0,3366
0,283,1,9,5,0,1,0,0,3367
1,283,2,7,1,0,0,0,0,3367
0,283,3,0,0,0,0,0,1,3367
0,283,4,0,5,0,0,0,1,3367
0,283,1,0,1,0,1,1,0,3368
0,283,2,0,5,1,0,0,1,3368
0,283,3,9,5,1,0,0,0,3368
1,283,4,7,0,0,1,0,0,3368
0,283,1,0,1,0,1,0,1,3369
1,283,2,7,0,0,0,0,0,3369
0,283,3,9,0,0,0,0,0,3369
0,283,4,0,5,0,1,1,0,3369
